 TML TPD TAP GML GPD GAP EML EPD EAP WML WPD WAP
0 -4.559411971353882 653.7125509738544 134.23046632094312 -165.64028616829165 61.43490778011882 28.537874745272426 3.767602301223956 -37.47606909807798 2.4588538402867104 -3.717501224449965 -11.836374426395516 6.453718460013448
1 -4.276550972974135 645.1449990758713 131.31832237148438 -139.30257642868074 54.439661770313336 21.845449627797336 4.355190632171054 -36.319128054051305 2.5694165108904983 -3.542630494015441 -10.934952918532677 5.924795494238875
2 -4.6441441357931925 648.9497506482489 133.8950051881227 -132.46024024029384 56.14301097932307 25.305078482352275 2.177673645102148 -39.32418149374803 -2.337784067690265 -4.455932156179754 -11.460729078179007 5.875660920881817
3 -4.876864778345036 649.6103779168092 134.27256740128388 -122.21203815746408 56.36947683123097 29.5197168217103 0.4499559552322401 -40.22612007609048 -6.89211457341146 -6.3980545831927875 -15.642496751494157 6.3515681894455245
4 -5.019836884517499 652.0020144985398 134.91535720607226 -118.93052900194871 58.71313638006299 30.89348474646022 0.05787263823145139 -40.4811141883383 -8.210358486001066 -7.03504125813485 -17.034197028322065 6.477457265846464
5 -5.1497891673341165 655.9541080956126 136.03206903819074 -115.79004608012076 61.31145965294567 32.468911670805404 -0.2881153635814986 -41.06742254029467 -9.530349663701777 -7.704888545353341 -18.568436338759557 6.640351305406089
6 -5.0364023503939395 649.173584957284 134.53625143177288 -110.2886134790803 55.088090391091725 30.961207235197058 0.7597696709142099 -38.7382893177282 -7.498831351797086 -6.33958515125264 -16.5925603511177 6.385122484790692
7 -5.689016482790875 677.4074002319904 141.96305948053623 -130.14626043982366 70.90665264573204 39.35055039348313 -1.4690898958274232 -44.27090109987245 -11.632434642665089 -9.703339061840378 -24.327339764975967 7.607423721233687
8 -5.414004585031673 670.5398117581788 140.1793092899285 -124.95214843731355 65.5312257700077 36.26424422859323 -1.4886338254625748 -42.40756615384863 -10.689728107396284 -8.80431512499187 -23.05013006533298 7.511677982909109
9 -5.324512171693234 673.4262546057718 141.1375413425071 -127.814615967444 66.67640039619818 36.308808569704624 -1.951948691727047 -42.384408419685165 -10.773234122644784 -8.934731938431334 -23.948413509968297 7.736482721795248
10 -5.162363940846624 674.6042914844409 141.6257857202519 -130.57147454205008 67.5149851254076 36.15467116260294 -2.211857427404473 -42.133016635200235 -10.822250108510366 -8.975550916696559 -24.444334957133584 7.849207035582683
11 -4.912132091306984 676.0534416283053 141.9292327374765 -133.31837339768552 68.08567607645271 35.84699728184691 -2.274910327908742 -41.64322080512832 -10.756443394046055 -8.901279086259889 -24.512970544408134 7.85531670447787
12 -4.6382447138755305 676.5027078561247 141.79092955351211 -135.7218437022944 68.425192565119 35.29549794689433 -2.1740932512224607 -40.988366238173185 -10.590426888980105 -8.73574232825274 -24.23026625933439 7.772763313562516
13 -4.375114760857326 676.0690459602212 141.44052786709182 -138.0125668483016 68.63872597071445 34.612588615308724 -1.961837950034809 -40.25473170016391 -10.343747772475389 -8.509947297081482 -23.652396550352197 7.615160464177858
14 -4.278680138837487 675.5185207067489 140.85512448210994 -139.74662656029804 68.70438335020901 33.68871199777679 -1.6902161909575053 -39.53760912729127 -10.068597948938276 -8.26415616008973 -22.865970213106632 7.401379636342749
15 -4.214052304193497 674.3614475468978 140.0789689880975 -141.12437856878822 68.71695778044811 32.60791298603744 -1.3805538913489617 -38.91241818788663 -9.842427549295401 -8.033511800812178 -21.93905021533594 7.139587662793801
16 -4.042428215079861 671.9032642804605 139.13074050109745 -142.23115297763536 68.72235507948217 31.35129240355029 -1.1808818000649008 -38.49811562237693 -9.768387055367837 -7.891582409518094 -21.155716529441673 6.908635936776506
