 SacrumPelvisFlexionExtensionMoment SacrumPelvisAxialMoment SacrumPelvisLateralMoment GlenoHumeralFlexion GlenoHumeralAbduction GlenoHumeralExternalRotation ElbowFlexion ElbowPronation WristFlexion WristAbduction
0 -0.04978247350602404 0.0332949058104212 4.833103185629711 0.12886904731106977 3.2837487832988472 1.2396367826833306 1.3911547280102197 -0.07397795855905497 0.117136870669008 0.06734229576376244
1 -0.05575057223639393 0.037215870465883254 4.84895553010281 0.15673319268542402 3.2728476424725534 1.217486699633862 1.4216310470321651 -0.07544290785863131 0.11590678664500402 0.06872490794673783
2 -0.05356959392863828 0.03580067956614586 4.842376233927435 0.22673692212199972 3.377748809889092 1.2066929446443915 1.4333190006069167 -0.07577418522321584 0.11876763179410506 0.07165311517389705
3 -0.05312870484253963 0.035549364589025245 4.830986337360306 0.30830455493764475 3.412232325248182 1.1763712596896954 1.473826912823701 -0.07607699875938179 0.12093187243505722 0.07541513170063346
4 -0.05318268959499903 0.03559985133961277 4.828047720703845 0.36045115853048154 3.4097033761037085 1.1425751395773227 1.4929492355144118 -0.07620743121731584 0.12094174963273344 0.07755346607918996
5 -0.05410636846864715 0.03620824896693264 4.826814147695076 0.42085225202691845 3.3988892541804216 1.1008481247949007 1.5158908097379222 -0.07619572883675768 0.12060902404749495 0.08008238171291647
6 -0.05505384004573227 0.03682380564726135 4.827975667561964 0.4812182711866674 3.3799577002526635 1.055410821760957 1.5370248157004984 -0.07600158031071381 0.11982342002987523 0.08252290721425376
7 -0.056272167147018645 0.037607916788009864 4.834147374572165 0.5414340078444025 3.356660734146276 1.0079108519166105 1.5564963986620834 -0.07560293542573938 0.11866238198096014 0.08488942668329562
8 -0.0576768124549903 0.03850714670933849 4.843095490979126 0.6007920105255388 3.3321479604268767 0.959984431276709 1.5742944359032296 -0.07522704087367448 0.11716910622932503 0.08715059819163992
9 -0.058683735463495756 0.039148034722734745 4.8579431539281135 0.6586433299146489 3.3089097105976846 0.913139996335927 1.5904870902981414 -0.07463561078748378 0.1153952482009265 0.08928205455939162
10 -0.0597040085527666 0.03979856137653109 4.879262575221246 0.7142340646319305 3.2886291914070718 0.8688005026744067 1.605074376723512 -0.07384417704091795 0.11340106430345448 0.09125908998740756
11 -0.063127599246899 0.04200161585491551 4.903008913118962 0.7667478779617937 3.272157877775185 0.8282546052008761 1.6180092922878684 -0.07288733842145659 0.11125327324783596 0.09306139212672315
12 -0.06773365987563644 0.04498235013257688 4.971645939640837 0.4581290332516865 2.8071853100358717 0.7527080869002553 1.5810075183565775 -0.09033076568336312 0.08699315367414998 0.06438450526449273
13 -0.07944604856495714 0.05250026871799958 4.893297345389783 1.1526825015921263 3.6573474900548817 0.8112240248581893 1.6720911080461354 -0.053772664929127245 0.12629634025875502 0.12196696202916332
14 -0.07227668516648729 0.04784345465082064 4.922936029609904 0.8917906400052497 3.2593137073784555 0.7521953087162532 1.6372623935205568 -0.06764015841050369 0.10563620796162236 0.09782281713330851
15 -0.07178866637141841 0.04757191194891468 4.913180082270625 0.92550784045121 3.239970227440011 0.7272596824704806 1.6494653299977258 -0.06686564598727694 0.10236831134180291 0.09875781017375265
16 -0.07207854882067133 0.04777252148881742 4.900314906184218 0.9539522164246335 3.234991758397759 0.7175313480231233 1.6549056979380785 -0.06547800823533245 0.10029386046721643 0.09974205598302958
17 -0.07131252343726238 0.047293524997479824 4.881432291526279 0.9766346533203366 3.2307115782207654 0.715337362876814 1.6589031150273006 -0.06411745977696097 0.09843154037538823 0.10059837515027713
18 -0.07002121041278073 0.046477150035280135 4.846487957348106 0.9939849929828112 3.225828463265546 0.719929296729953 1.6621313845637773 -0.06285017424724151 0.09672715135680253 0.10134914251895445
19 -0.07742937169095222 0.051364855708031565 4.867255877444278 1.1939491692886255 3.2206098506870657 0.6075179416816633 1.7531767223219274 -0.06275344830184974 0.09094531020521336 0.10743003870800319
20 -0.07883005906504771 0.052143117068453315 4.780100463250303 0.8386438171272148 3.218598561998395 0.8693120234974292 1.5817546711177601 -0.05941710853959478 0.09828003106415091 0.09734960175185713
21 -0.07578969550052105 0.0503179732154877 4.786418527162102 1.0212098552035453 3.2051074681616027 0.7713070993593352 1.6688393569775726 -0.059673146749018725 0.09253020215699033 0.10305489261469965
22 -0.07707432101151909 0.0512168270501676 4.776813205565508 1.0267648622859085 3.196260495796918 0.7962467892879027 1.6720677563366215 -0.058856070213181386 0.09131405729145407 0.1035880162043176
23 -0.07868115690571047 0.052330682000485934 4.765855460309449 1.031703223229996 3.1874385249269093 0.8250212648792388 1.675100872462351 -0.05806080595127252 0.09024908003826798 0.10406022859595607
24 -0.0799745902639476 0.053249977065074686 4.75588104818592 1.0380948788662165 3.178733248417269 0.8560478729050297 1.678518105084497 -0.05729111961529558 0.08927787584106436 0.1045253803654804
25 -0.0809454862589516 0.053967360385666206 4.75611047774107 1.047324945093792 3.1704467603324122 0.8884092131480574 1.6823759836505092 -0.056515383212084075 0.08839301764285336 0.10500347486777056
26 -0.08158705852575591 0.054469817234097835 4.75863566852253 1.0605252462763188 3.1627325118171608 0.9212778069677117 1.6866484934048867 -0.05570927621432352 0.08758837652593446 0.10550787808576717
27 -0.08169781644700154 0.054623026909983045 4.767166062960475 1.078522190903487 3.1555805463552495 0.9539320509359819 1.6912314495049316 -0.05485428631744109 0.08685718045168718 0.10604536193283554
28 -0.08142398788272141 0.054516269454990884 4.780506885704596 1.1017711246309618 3.1488175556029745 0.9857861641539162 1.695935682149789 -0.05393123236579092 0.08619017567737147 0.10661386491415972
29 -0.0809371194977244 0.05425724184891975 4.797670370024001 1.1303227947912136 3.142125751226683 1.0164114689682842 1.7004880991031561 -0.052962728717814454 0.08557404085280831 0.10720126277949232
30 -0.08031633805196152 0.053896517991574674 4.817623671916582 1.1638277731317874 3.1350722385162393 1.045543996473251 1.7045436877046714 -0.0518511119779448 0.08499036465624775 0.10778575430976797
31 -0.07947574418898382 0.053380681623485735 4.839295397200834 1.2015757640103875 3.127140135318245 1.0730759386981528 1.7077079515167422 -0.050777501056235186 0.08441517503301324 0.1083376778459945
32 -0.0786797272587445 0.0528843905181329 4.862414679193136 1.242563629195443 3.117757081579404 1.0990314817267177 1.7095681088208012 -0.04966590588977089 0.08381923850675713 0.10882251805904418
33 -0.07806571877313676 0.052499865001094964 4.882976882052976 1.2855852070295004 3.1063216984216284 1.123530475814957 1.7097309658488031 -0.04853322104533062 0.08316956066545403 0.10920501467346895
34 -0.07673157838588818 0.05165215880450335 4.9061325114622605 1.3293347622644347 3.092231099173564 1.1467455228929484 1.7078642398958306 -0.04735471061625911 0.08243197607296895 0.1094538267394008
35 -0.07496341433900375 0.05052793710519414 4.92878362733946 1.3725152751795802 3.074913747077327 1.1688600659606623 1.7037372864210396 -0.04613030131249025 0.08157438756449445 0.10954594871704115
36 -0.07379911801612858 0.04979239508982297 4.937872815583386 1.4139433525436336 3.0538711843167494 1.1900357377540658 1.6972569080897233 -0.04485050386838765 0.08057032815188744 0.10947031544589234
37 -0.07338390821014663 0.04955045268186558 4.967353179992891 1.4526428233563502 3.028727533169776 1.210395162171845 1.6884931968751347 -0.04350177931530494 0.07940228969396308 0.10922993246855715
38 -0.07355616051639294 0.04968242603242214 4.989939311119043 1.487918587627264 2.9992801179865896 1.2300234288920966 1.67769010485579 -0.042076101842867 0.0780643370887841 0.10884199344482992
39 -0.0739433819621179 0.049941723152495635 5.007649255936988 1.5194033158878764 2.965541746828432 1.2489878063463238 1.6652568522500704 -0.040697731545590796 0.07656403683379367 0.10833609741021899
40 -0.0740795006624708 0.0500187903896383 5.018941964460879 1.5470730307376865 2.92776520449816 1.2673707493965152 1.6517387811822128 -0.039220136513864794 0.07492386067059213 0.10775109797118865
41 -0.07358478906770134 0.04965821464499462 5.017441877944064 1.5712323855443757 2.886442993451461 1.2853074630317884 1.6377699807379789 -0.037669319158567985 0.07318205885458648 0.10713131240533928
42 -0.07262468052707674 0.04896212052783692 5.00698380476452 1.5924750232934564 2.84228004684397 1.3030170876374556 1.6240139923820895 -0.03608640163661646 0.07139262987894296 0.10652268408909826
43 -0.07140529680174677 0.04806568355879628 4.999744782474153 1.611627298885043 2.796142631068364 1.3208169419552926 1.6111013158276273 -0.03450627144650287 0.06962373242841563 0.10596918088764384
44 -0.06999032754653418 0.04700999628220354 4.988582248448436 1.6296842556766356 2.748991313490885 1.3391132843827689 1.599573419290106 -0.03298006643473606 0.06795418438506215 0.10550985931657425
45 -0.06766901798422621 0.045344152661441164 4.9708962586300105 1.6477461005929355 2.7018087072350627 1.3583679631958816 1.589842327301017 -0.03157183957044543 0.06646805516982268 0.10517708593268736
46 -0.06533401382613105 0.04365715164142025 4.946313278393397 1.6669611347916131 2.655532774683571 1.3790460699257465 1.582171482055433 -0.03051641204915633 0.06524746497176402 0.10499586961350516
47 -0.06297654931917336 0.041960578609986095 4.91586377562643 1.6884766551011436 2.611003202203193 1.4015539698253805 1.576678619456143 -0.02961792722898733 0.0643640723713812 0.10498389561174275
48 -0.060085606064208055 0.03994445890123962 4.8857258135898345 1.7133940678530626 2.5689230110805648 1.4261791171793607 1.5733565974559667 -0.02898769313157458 0.06387044592702981 0.10515210120795292
49 -0.056364380809319756 0.03743203793898638 4.855600032681234 1.7427212812704997 2.529832669463766 1.4530418758983905 1.5721043035805007 -0.028630928848847857 0.06379276213454797 0.10550561448502158
50 -0.05447871650872653 0.036149410900285936 4.818938659487715 1.7773159829851712 2.4940919150183185 1.4820657095455827 1.5727579596004873 -0.0285592865647521 0.0641258627484956 0.10604429229411252
51 -0.052655906394829935 0.03495889408403008 4.7887307896856885 1.817817797816241 2.4618654079829843 1.5129679037964823 1.5751148547449096 -0.028746720166660623 0.06483151305112968 0.10676227268470777
52 -0.04976206851759307 0.03312158071879716 4.763105034052923 1.8645735055481987 2.4331108143751212 1.5452700890780797 1.5789458725405114 -0.029133708592692053 0.06584053626860287 0.10764679358545154
53 -0.04659184588142602 0.031135063366311104 4.740859816283505 1.917566312462902 2.407571983026689 1.5783259825861253 1.5839978010991085 -0.02965320854828036 0.06705863562078954 0.10867666055208705
54 -0.04330308850854345 0.02908241375879589 4.724193875899158 1.9763652582835565 2.3847840947303913 1.611363188192868 1.5899903987048034 -0.030251154344626607 0.06837479633381457 0.1098205740624028
55 -0.039859579341105386 0.026919357082241857 4.71262856842359 2.0401125004046077 2.364098756690671 1.6435359514490455 1.5966161495317082 -0.030919535319412904 0.06967094651682858 0.11103602756277753
56 -0.036391839976796875 0.02471149253226656 4.707711913029858 2.107561912885912 2.3447337654446874 1.6739863924621388 1.6035501965939853 -0.03156762200548187 0.07083190023982637 0.11227020257218243
