 SFE SAA SIR EFE EPS WFE WAA TFE TAA TIR
0 -3.181600874561532 30.75699517362934 1.9533565854015138 83.52806530132915 50.95524447217626 20.01896001892327 17.317764164650242 -25.497777761197273 -5.428707676928046 -4.2855447169457825
1 -2.4999169135856265 30.504773882831675 1.6230751050893573 83.95472012130237 50.37570471497756 20.51484344432406 17.472095313869016 -25.521719039239326 -5.509563444749676 -4.42224460727091
2 -1.7848462601450914 30.242468830198696 1.2669269301339263 84.3689682202083 49.784639312297585 21.068588615467483 17.489688671941273 -25.54590620508789 -5.586260354203083 -4.566216921938324
3 -1.0325385862827987 29.96770679873753 0.889281014028999 84.773467922334 49.191950820588715 21.629693185120022 17.442688751293844 -25.568109426630482 -5.6561057424499115 -4.710707985522109
4 -0.23772155348355462 29.67776706515504 0.48774681902950556 85.16428409388965 48.59932685580026 22.185493772583637 17.351307104617405 -25.587505482593212 -5.7171122278193565 -4.85234556597292
5 0.600334681585704 29.371331573123705 0.06212861077716691 85.53616406729645 48.006559102608115 22.72806665641806 17.224043968443553 -25.604255835787477 -5.767452557097612 -4.987625766584911
6 1.4813609123815932 29.04704693007206 -0.38698188498738517 85.88332311208741 47.41220381733978 23.250460759129567 17.068514709289683 -25.618944256006653 -5.805427369311025 -5.1127435152431415
7 2.4030715820189847 28.704128414476624 -0.8579830168857928 86.19936196776742 46.81466233414461 23.74699074151618 16.890549517913957 -25.632526139650313 -5.829585826757031 -5.223957597299432
8 3.3645749322661245 28.339621354350157 -1.3696770472353532 86.47481179955656 46.162429949569294 24.290546282215693 16.590679638780465 -25.646939550898125 -5.8395108073156345 -5.322537226794059
9 4.3541396649896615 27.95954270150697 -1.8794754728494143 86.70973451531023 45.54937497630846 24.728047149022956 16.373441389468518 -25.66151229668293 -5.832922691865133 -5.396404154035836
10 5.3696319538114174 27.561993904315838 -2.4042168165508366 86.89520005865629 44.929517435967675 25.1264960386471 16.148817061840578 -25.677883220108473 -5.810498125550813 -5.448660278627082
11 6.404771928587741 27.14823189552116 -2.9418307286844736 87.02658788093666 44.30314227388975 25.48533337809219 15.916735718454106 -25.696538329496722 -5.772438312153641 -5.478340351812378
12 7.453187229342459 26.719818749399327 -3.490548051258561 87.10044912569685 43.67043573556594 25.80355527275578 15.679047473205513 -25.7175455390995 -5.719253758875226 -5.48508983663904
13 8.508620078660938 26.278637683040138 -4.048982629573997 87.11456919131209 43.03183618744147 26.08062935695579 15.437358889660727 -25.740514132651075 -5.651613001629533 -5.469035125074654
14 9.565147140533622 25.826785640579672 -4.6159764785544395 87.06793104149386 42.387630041689825 26.31604891656394 15.193608410975486 -25.76469492338732 -5.570171380315496 -5.430748660427048
15 10.617251953474389 25.36641163600138 -5.19028649252878 86.96069799863842 41.737763769033236 26.509088517066832 14.950614271825104 -25.789161547175652 -5.475511065038366 -5.371206138811385
16 11.65982488772906 24.89954276035291 -5.770320861665818 86.79414612531164 41.08222640918356 26.659090448960214 14.712253887309947 -25.812922809592937 -5.3682708722501085 -5.291698479683972
17 12.688206061128676 24.42796012727775 -6.354067137537349 86.57054822549509 40.42157667899645 26.766069424085813 14.483258849292131 -25.83503339485713 -5.24925787803369 -5.193731021374822
18 13.698240076365297 23.953154018061667 -6.939162324527038 86.29317023196097 39.75724535800004 26.831197601972093 14.26864906202466 -25.85476692066986 -5.119409870029616 -5.078956266800808
19 14.686270056371502 23.47632431773738 -7.522995440577428 85.96638128635573 39.091779631413345 26.85692297985478 14.072940747403312 -25.87172343621503 -4.979774115926314 -4.949172751683729
20 15.649078947212464 22.998390119628134 -8.102781566752123 85.5957062537606 38.428943842614245 26.84664762643374 13.89943858937302 -25.885831759411936 -4.8315953838388355 -4.806340337463659
21 16.583788617669395 22.520044906424765 -8.675593353464228 85.18771990674001 37.77351001076423 26.804379582393658 13.749747755529595 -25.897319176135767 -4.676366995115242 -4.652484432772202
22 17.48773525340915 22.041907101684266 -9.238395850070171 84.749760594177 37.13103820716391 26.734985378275386 13.62345293071041 -25.90664040378829 -4.515723005045781 -4.48947551309357
23 18.35841880549465 21.564682697518514 -9.788149904958752 84.28947891528692 36.50782991328254 26.64462878000857 13.518160433813334 -25.914360171154474 -4.351276535416731 -4.318887103287554
24 19.1935718197468 21.08922021307711 -10.321923821817087 83.81433046381729 35.91084571608364 26.540447879440023 13.430207757876623 -25.921068129286493 -4.184566432709434 -4.142067698710845
25 19.991246872376387 20.616488902674753 -10.836873248894166 83.33120073821922 35.347399967968954 26.429398965120512 13.355839350549687 -25.927352007432795 -4.017106623437789 -3.9602783862361886
26 20.749829705471143 20.147551334283246 -11.330078042083992 82.84629785133882 34.82456157092323 26.316646992870254 13.292276836521802 -25.933780781818562 -3.8504358393129348 -3.7747122059633527
27 21.46801746999107 19.683518294652636 -11.798408093597763 82.36522523558072 34.34837417119398 26.204141355040242 13.238305691760045 -25.940872631261723 -3.6861048249553754 -3.586429808914279
28 22.14484556708993 19.2254826964611 -12.23861617352331 81.89298784907406 33.92321789716807 26.09049028725824 13.19429336415874 -25.949046698621085 -3.525586380962549 -3.396342250285214
29 22.779755566860267 18.77445442853224 -12.647665169544164 81.43385555813761 33.55141023677407 25.972343467595444 13.161821204114915 -25.958582989340403 -3.370153316776333 -3.205257248661245
30 23.372644718325954 18.33129359332587 -13.023149988194058 80.99123528955599 33.23285595538456 25.84627469617647 13.143162489418962 -25.96962010831679 -3.2208192062868743 -3.0139569815287035
31 23.92390367992346 17.89665312399098 -13.363708271692543 80.56765340907845 32.96468629003881 25.71040244390314 13.14062165233475 -25.982185282752877 -3.0783600640551567 -2.8233332683130903
