 Trunk Shoulder Elbow Wrist
0 667.366994709063 178.95631475542322 37.74515259410135 13.984636458511716
1 658.3880774370778 151.14929124139215 36.66945117199825 12.931613503202438
2 662.6350574452773 146.07566506211347 39.45375453622828 13.628170590401059
3 663.3600449709179 137.78502774271996 40.81475762552964 18.05450706984812
4 665.8332969163853 136.1841052107294 41.305374246460836 19.53492069434179
5 669.9306203352626 134.98392526926247 42.15974109595854 21.17183036541933
6 662.9869619413645 127.10968617511367 39.46472831351498 18.87520034440021
7 692.1464159082815 153.3436282085531 45.797210013630576 27.27356127578515
8 685.0570701418546 145.67936147406473 43.759433094698764 25.79243623560693
9 688.0778127497152 148.66286693203108 43.775686793505955 26.705975162137282
10 689.3297202874404 151.37484410378494 43.556911064403735 27.19735422503807
11 690.8084337098148 153.9300334123172 43.0701071569832 27.23645525412875
12 691.2178345169807 156.03909129074955 42.39021101658329 26.904178979343126
13 690.7198559894279 157.977133160443 41.60871724020061 26.2649145147932
14 690.0606821247212 159.32464104018885 40.83449560031328 25.415139018826906
15 688.7693646839544 160.3165197424505 40.16161847260414 24.43016471904227
16 686.1688573004433 161.0446102804774 39.735636070951536 23.612934279907417
17 682.3690514113433 161.6508216348514 39.343868610829524 22.89591143081185
18 678.0491980243463 162.75770053286658 39.201613258661375 22.63426853169725
19 674.0334737123629 164.92539333317632 39.50124200055312 23.240095502454693
20 670.4408202302849 167.57319630025447 39.82098480953409 24.121321893923277
21 666.7031870099021 169.9134532484721 39.85202655378724 24.42115856065596
22 663.6604516712094 171.86021305587784 39.67400394424451 24.381970211592364
23 660.565465537611 173.5658717975174 39.33089637160401 24.266762971588207
24 658.565189497846 174.9069239705445 38.83220363692052 24.095202044088158
25 656.153100637792 175.5939757899732 38.20475930767732 23.880948951924843
26 652.38809890286 175.80724912837243 37.48007615519871 23.605813762030706
27 645.5833109255021 175.84010852130493 36.715767661399 23.249782109500668
28 644.0415761394977 174.66022897074205 36.00822602278685 22.829182783194575
29 642.9285206509765 172.13730646122923 35.48382631788325 22.43017640093707
30 640.842855480866 169.82959671692845 35.253530238004366 22.174278309410493
31 639.6241274374069 168.50931274097672 35.37878270720307 22.128785059432854
32 638.7900101936802 168.31632134082383 35.873685432416906 22.338379872013423
33 638.5932195253315 169.47427831938137 36.71196697440377 22.869142586511607
34 638.4452349144359 171.84201583617968 37.823433954594535 23.7558519272505
35 638.8889113319701 175.65650999110727 39.092248598095416 24.908413238753194
36 640.4994957049395 179.33350738193823 40.428868238659064 26.32343472846726
37 642.5725975459362 182.48916157144185 41.700760190200455 27.81592717506175
38 645.3533155102901 185.25983429435232 42.793631152223455 29.210765768611893
39 648.9212132924947 187.57961105675977 43.620635485492 30.393245440270324
40 653.5676461652091 189.24213760897038 44.112806974786004 31.38555880711712
41 659.0471785962604 190.75041125420336 44.2797390980211 32.08943769876193
42 666.156665718216 191.9970822411638 44.15965892979099 32.53518806519331
43 673.6949173701286 193.01143800302378 43.80363030512085 32.78655372224829
44 680.76340306315 193.90751031373574 43.269877857851135 32.9120300902944
45 687.6128088376222 194.70744608186305 42.62510406842466 32.942329489749966
46 692.9338812751168 195.2959926166576 41.94284433376096 32.88577660857224
47 696.1431184121204 195.66831539425962 41.29452856076253 32.79003571267072
48 698.0662573751437 195.92033979407964 40.73591855355654 32.69183907713664
49 698.8226672786295 195.35876210343073 40.29574804640244 32.61557318830379
50 697.8104459101665 195.00914153066856 40.01027173662072 32.60151343576114
51 696.3245786223177 194.58695708536908 39.881601314547815 32.685460283172965
52 694.7148525021527 194.91828538213318 39.841749911727426 32.72762830501533
53 695.4761803314963 195.44606452654236 39.95293242798015 32.90308356995857
54 696.4094246079119 196.11689997494372 40.219015248317 33.2468596449799
55 697.6962860807563 197.35541434300865 40.59892294646567 33.692729590667746
