 TML TPD TAP GML GPD GAP EML EPD EAP WML WPD WAP
0 -1.5142955342210622 483.62722141776123 85.18792549643408 -130.64405153805117 66.9541292133664 22.329591704065386 -0.6743589375731478 -21.487221851378635 7.887915297007057 -3.764452661093472 -7.50035814026196 3.4364740997323966
1 -1.530780313650109 486.97985877687154 85.81164391901022 -130.91157181163925 67.00631396412753 22.207397986274675 -0.7259599182711103 -21.584012302150427 7.900130194430141 -3.7868720582373 -7.563094538436566 3.462787929380113
2 -1.6247774567455668 491.82294050680014 87.18558922455799 -133.764618142034 68.5955216603029 23.310533079943276 -0.715962319496894 -21.1678131798041 7.839348842231771 -3.7334846550801313 -7.473041947587996 3.419902776502088
3 -1.677415293477168 495.55127234386504 88.0018518937056 -134.19587290569598 68.84860248807087 23.42807333176686 -0.7380140184938053 -21.307022529186405 7.881541394040105 -3.7494256188759056 -7.494796278299006 3.4454637850561483
4 -1.7306691782618497 495.1437143542464 87.92179763077613 -134.07910806969602 68.78460688476844 23.458188663944753 -0.7185335244603905 -21.21447589547175 7.8427800414502755 -3.7437112689690455 -7.493697760569644 3.4476351334822475
5 -1.7778963031825434 493.87765289905656 87.63450312925168 -133.70789697451795 68.61392503595388 23.44981527936899 -0.7063258111420296 -21.15844716839481 7.81674250535109 -3.754367833658966 -7.555219479171546 3.4449153182058367
6 -1.8198568165069553 491.541088601893 87.10483748737326 -133.1407014338474 68.34613891679724 23.404828985162077 -0.6883753342273611 -21.092568683836916 7.785326774878134 -3.7678106424241804 -7.628553151969821 3.4391847655126
7 -1.859569003274153 488.49407088008616 86.41370618892343 -132.479452624576 68.04086221489278 23.347338196549288 -0.6651726857635687 -21.030746800482802 7.753591984138371 -3.7821330210258424 -7.697738177860517 3.4337079130425536
8 -1.900237001053386 485.06398026124964 85.64657768518278 -131.83884028384097 67.76019215057005 23.301849078500943 -0.6402742616990782 -20.98224398359234 7.726032278766468 -3.797817590385261 -7.7611964060930845 3.42996693608886
9 -1.9439111377974387 481.59576683001535 84.8791175015342 -131.31741520157829 67.56069996729323 23.292730285347908 -0.6161797439147136 -20.95890317023202 7.707888026714481 -3.8149506597073914 -7.814737267274717 3.4295113488175604
10 -1.9738956682624993 478.5613880560132 84.14514093693387 -130.99028894687507 67.48835264239189 23.34190937272304 -0.5943475299972061 -20.972897004622002 7.704379829593787 -3.8333950293148433 -7.853352847012485 3.433621637433692
11 -2.020781280912797 476.23797471200544 83.58813106059719 -130.90489912751772 67.57568569878455 23.46738688796776 -0.5751331136706828 -21.035842562456132 7.720346627839651 -3.852786262678368 -7.8715829443921 3.443260232526459
12 -2.072999400991351 474.36309384810727 83.14437158106698 -131.08128112398194 67.84072715244258 23.682019847519243 -0.5579625199388136 -21.15751323218305 7.759787791161074 -3.872601653652822 -7.8643591402474655 3.4590341609386677
