 SFE SAA SIR EFE EPS WFE WAA TFE TAA TIR
0 -14.974596933524124 34.01969373757646 3.635529672076439 80.09037240488605 31.43557362624618 47.03879242380085 19.056184066569756 -31.32772482575563 0.01867595516847727 4.396386077920154
1 -14.467284654918474 33.949278243750776 3.50710053547523 80.44012532883895 31.232716266779544 46.87502121007344 19.17574691876283 -31.33590290225075 0.0417520689607101 4.389866448740922
2 -13.940275308573577 33.87761018705094 3.369313988385426 80.78577340430715 31.041029404027498 46.74823536262375 19.25985923134439 -31.345451669309114 0.06738113156285222 4.380130171144536
3 -13.397738393508448 33.80529991249835 3.221643702123214 81.13429316983682 30.867333090900082 46.62122574399167 19.318761816389152 -31.354725916685315 0.09485939810316892 4.367855318415378
4 -12.839982036870156 33.731163792820624 3.0617042704968305 81.48798517767204 30.713875594376198 46.48810373312744 19.35740526069289 -31.363201491293538 0.12323347740511308 4.3531099105873965
5 -12.266166367307724 33.6535680544111 2.887949855680937 81.84685005203782 30.580618014363832 46.344802528548904 19.378442560476913 -31.37049771783704 0.15178804142013796 4.336157485340523
6 -11.674024242122417 33.57044882697152 2.6985914475205504 82.21028792407634 30.466137650145413 46.18810661079776 19.383671598361996 -31.3763953137404 0.1802045554860138 4.317137585500655
7 -11.060542842143953 33.47947391721191 2.492029400665523 82.5765215623239 30.367489606584666 46.01539115507841 19.37340345558743 -31.38099817409805 0.20856777092997347 4.295796190266149
8 -10.422430546287012 33.378014425876984 2.267000128254958 82.94280880201546 30.28069324760763 45.823779138593515 19.346535282998932 -31.38465605866752 0.23697365536661824 4.271427638876314
9 -9.756592290177972 33.26314665364567 2.022678680686028 83.30574127389754 30.2018623163966 45.61022114542885 19.300621113969683 -31.387748110414147 0.26519900795835377 4.2430338987960035
10 -9.053387278777722 33.12968037116374 1.7537648628803848 83.65720048659848 30.119694176445154 45.41582380371988 19.22818743474899 -31.39198016061149 0.292582556594486 4.207929724288983
