 Trunk Shoulder Elbow Wrist
0 644.1487726868761 278.0461712302545 21.693816639214216 10.904718743212813
1 641.7298377390041 237.36314155867504 23.98679130929065 9.850121243126923
2 641.3993260215549 221.36369780900196 25.40737724627162 9.1938792527366
3 640.9399957335357 197.52416235346905 28.09400959431437 11.361671238232987
4 641.5479216833231 191.00801574871525 29.538868791816203 13.52646205715932
5 642.2987108702682 186.7307937121195 31.12635046266505 16.025839509917763
6 642.5462275702527 172.82383816475559 32.88505974749502 17.495553607120684
7 644.2557362722115 184.10276915271038 32.95862765788232 17.978003490015517
8 644.2952076941888 172.08309309718305 34.44321048497598 21.275819134858022
9 644.1460080928414 167.0983973478045 34.7447296191529 21.587530552014044
10 643.3828456116147 161.5503559552589 34.56911294042736 20.80322806867366
11 642.082688195577 155.55531876839865 34.0957149100826 19.337618028190228
12 639.8928003220407 149.2350664912188 33.51407315360469 17.61833343165277
13 640.2085760784706 142.82798540545235 32.89725005354501 16.189345156592207
14 640.9456484706811 136.2956445562666 32.414008690213784 15.057502998428374
15 642.3969787134391 130.48528499572208 32.063524834854015 13.88270374594245
16 643.2213682562336 126.59774280244379 31.89544260266007 13.663870371552783
17 643.4228460727172 122.15247342332253 31.892068930117837 13.576392992445925
18 642.8899880468597 117.80903013388179 32.05498810024014 13.740234477500078
19 641.970436914795 113.24546580848858 32.42736107890392 14.727748830661831
20 641.016659380724 108.59857987138389 32.92802138695125 15.727194632500899
21 640.1562158874524 104.98786884071453 33.398212232375755 16.27330620939162
22 639.43670211811 101.23528813406658 33.88516596904332 16.84121597101992
23 638.9088334762143 97.65279356337052 34.375450621656185 17.42144183435628
24 638.490055607386 93.98466329329713 34.815423935437046 18.067867803976906
25 637.7411098766746 90.01860617656261 35.28298040503794 18.79928690124334
26 636.2530106062951 86.92705619016131 35.72879842122742 19.44163717637871
27 633.7586865797794 88.02294744511666 36.06592078216144 19.680543041119194
28 630.4169587498039 89.53540992437271 36.383906781149555 20.109439311646373
29 627.1708666479316 91.32939165542884 36.62199731800525 20.447027020569514
30 625.062971394915 92.96718049887185 36.79616541685084 20.739145653890024
31 623.9887684773474 94.36673801209446 36.91455125496368 20.966171209674762
32 623.9242536056989 95.2739498863568 37.098076667624014 21.731804028975468
33 624.7920198738256 95.99906781656463 37.354764275783516 22.704673789419065
34 626.4743614786255 96.88291444959638 37.62789615178237 23.717907137037407
35 628.5992464413572 98.25388301866602 38.001254582381435 24.70760560458426
36 630.7969322418517 100.14804203152923 38.469570155632915 25.75851126325925
37 633.4810260383517 102.27932189079651 39.00502078836879 26.865105816399186
38 636.4257482543297 104.56736234406681 39.53143526958059 27.869280290389444
39 639.4723388166516 107.00148967346922 39.94786133462321 28.566343359705023
40 642.4182850422607 108.83167995169471 40.282924951206304 29.133892079138388
41 644.935435566474 110.13091892009614 40.5218491088303 29.56405874311001
42 647.1215903664487 111.10586408485733 40.671401822995165 29.871246590091868
43 649.1541101325136 111.7448182943223 40.742023352738954 30.08947255076262
44 650.7948961887136 112.15637914621769 40.731869766594215 30.226590195899345
45 651.7331275534531 112.266465646301 40.596839019416784 30.176265810855522
46 652.1672336947713 112.33006272415558 40.36606612530169 29.969843832726088
47 652.5299830982093 112.22665470691136 40.07731840955738 29.675380499531176
48 653.3976313502751 112.11119345144009 39.76465517834669 29.37530671089884
49 654.9530877629173 111.89138909759407 39.44787094623345 29.126234021175748
50 656.8882214759826 111.46057627268554 39.119017468131844 28.8897353701279
51 658.7892880761839 110.68961597564892 38.7701819363627 28.60934264818751
52 660.2905438109534 109.58953246632768 38.44131589733885 28.32846684408449
53 661.1052091282438 108.47406478199191 38.198523821883605 28.135398754793975
54 661.2088678844334 107.44400283205746 38.098369654894384 28.14147977433892
55 660.843345415185 106.56389466458025 38.159469796880806 28.379912008284165
56 657.2126642559693 111.33302005875017 38.243240565569394 28.775551006648776
57 662.6382254326976 100.00350032729759 38.813037693689246 29.394536681410834
58 659.5223134147832 105.05315087499555 39.105782309770724 30.029050525741887
59 658.9965905605637 104.91023026888483 39.561982893041765 30.704161367787886
60 658.246339430865 104.48550970711888 40.04827509555185 31.385758423796158
61 659.7563106033972 103.96790480454096 40.58870607257517 32.157781249637054
62 661.3821156238992 103.54376685227889 41.18399387920715 33.040383977939754
63 662.6792390072626 103.17837582324991 41.80755971400987 34.0075480755535
64 665.1632079458218 103.84713718602073 42.37498349630516 34.92309921582918
65 667.7235767941268 105.18174147804805 42.886272459618894 35.82279726664925
66 670.0942970527309 106.90949989202768 43.3227524531789 36.685437189980654
67 672.1552522856477 108.51624544374535 43.66012015370125 37.43382699881788
68 675.07622632685 109.58473681893359 43.90026674785398 38.04305571810795
69 678.1220406010109 110.16798242439 44.04529086834983 38.49404318467374
70 681.0595480707954 110.07432725164486 44.13269873393117 38.858071316837375
71 683.8234010974229 109.851203654239 44.158978170090656 39.135107793853216
72 685.705882273818 109.59293445355681 44.14635828851397 39.37282341902886
73 687.1312810998536 109.27036675989605 44.105198343456074 39.586124450002785
74 688.7037619052313 108.76027769038372 44.031950415150455 39.76511203622035
75 688.6720084309724 108.07783967228471 43.90999504575993 39.88360163252098
76 687.5463991561068 107.24869692373488 43.71925877116636 39.89819580277607
77 686.3660354364513 106.24799113194398 43.44119271610777 39.79299346179366
78 685.9385111000879 105.11508795226457 43.09397388667949 39.56906529887599
79 686.5873710856348 103.84784909087237 42.70715922210888 39.2649183127866
80 687.9526865134758 102.45220288331754 42.31048310351328 38.9399018554818
81 689.5697502360787 101.07212870964847 41.92430260222258 38.642911649474314
82 691.219137622801 99.94551913986216 41.57027306125624 38.40927920606235
83 692.7038114603153 98.96965208314509 41.29371812870556 38.28990201632113
84 693.8372336530371 98.33454646443488 41.12815634970781 38.30063896115094
85 694.6180538312015 98.15035111869065 41.08836463488951 38.42824761128669
86 695.1603334646798 98.30918098034157 41.16511594327416 38.64121797663492
87 702.5490243219496 101.44367993800597 44.30969621130735 42.20084467979214
88 686.2092703425764 101.54838301238293 37.90799688788141 35.09590732660552
89 697.8925306483442 96.38821895745609 41.80276063015937 39.2806000880798
90 697.6073230006715 99.44852900140111 41.83170647529847 39.44229473039219
91 698.6435454905046 99.23529889878482 42.084695477327514 39.76666342667273
92 699.0229674013556 99.55577052883326 42.16676958470921 39.938208212468325
93 699.7020074358416 99.95370269665142 42.189187321041345 40.02954970186623
94 700.7169032610418 100.39239211531729 42.16865123150652 40.066460228829904
95 701.596698843781 100.8056175129417 42.13338050923748 40.07070127945697
96 701.6741524297623 101.24322087311113 42.10401273917553 40.06286471512142
97 700.4709009066213 101.71269662990937 42.08978507968366 40.055793545399034
98 698.5435835259673 102.13325842428313 42.09353392387707 40.0684073605819
99 695.8552500783898 102.35079918486348 42.104246659256724 40.09608557781
100 692.5897225671781 102.21573923823304 42.10094689661271 40.10512675933515
101 689.3890865556209 101.66662163003777 42.066992330747404 40.064584832241174
102 686.7875029497671 100.77650836430391 41.99784076751528 39.97306908815693
103 684.8642584473838 99.7061831716201 41.900029991840384 39.85444516539463
104 683.589261582674 98.62739567112554 41.78478947947859 39.730408526343865
105 683.0979410323034 97.67348329167947 41.66362795503156 39.61201935249912
106 683.4403216620291 96.94519995795187 41.54989047642045 39.51026401068326
107 684.5295386704477 96.52170446235631 41.45844068407281 39.43534739772015
108 686.1514279919561 96.43234394157659 41.3989392587574 39.386115797353334
109 688.0592880590577 96.62038508768961 41.3711685171447 39.35377416768867
110 690.2129517787579 96.96190474581036 41.36646570724807 39.33308293427858
111 692.0655808215263 97.33696007675279 41.3729739765966 39.32004129124056
112 693.2604433922158 97.67756399444846 41.382502615434916 39.30994891878938
113 693.8469706258098 97.97846530854686 41.39579224295803 39.30923497009957
114 694.0830886954827 98.28279478050605 41.421348611363214 39.33118828309893
115 694.216785136067 98.61516691350091 41.46301117393798 39.3687294626933
116 694.3207988758196 98.89720191089937 41.50627500554789 39.38149458705219
117 694.3028277511361 98.96351824668034 41.530038771921916 39.3455563843093
118 693.9836020487672 98.70727476870387 41.528651448152665 39.29190317099018
119 694.065762833844 98.20290754379093 41.51418476426476 39.272707552289255
120 693.584387475949 97.66736824644758 41.505937431680415 39.30666677618225
121 692.6694824464827 97.32537352050933 41.52753227363831 39.39963930449684
122 691.9635015828584 97.30461256015978 41.60013249829559 39.56130921479637
123 691.3280953205107 97.61226655838561 41.73384990643033 39.7889505463981
124 690.8059326739685 98.154965109535 41.91938063406426 40.06097993907113
125 690.3123926799459 98.77076794869996 42.12047601605015 40.33614100225358
126 689.8114324916755 99.30358318356534 42.29125876496939 40.572770478903315
127 689.3424296969081 99.67840264063814 42.40179556145725 40.74407096322828
128 688.9468925744767 99.91142636631271 42.43876915916634 40.8205827116483
129 688.5916181278845 100.1001601370521 42.40606813778944 40.782800637516054
130 688.1886401238902 100.39053078080704 42.32797366841191 40.639377314631254
131 687.6197256565251 100.87001220737376 42.22974122622966 40.3950618509158
132 686.7445043360958 101.49183671111156 42.12456039867837 40.05048209789345
133 685.4247006664648 102.1160924437126 42.02676642510421 39.65641287541811
134 683.686556438849 102.57484257611083 41.95181224657098 39.3017959032424
135 681.4687446333539 102.72107930510519 41.9014666591922 39.05118526278365
136 678.9853703677677 102.50244086811742 41.86467954497206 38.93199063799733
137 677.629293948685 102.02534677813786 41.83598355394995 38.947484495072885
138 677.9899996192579 101.53745678423556 41.829537292161575 39.09086866475078
139 679.506943799646 101.30560254766843 41.87168658250814 39.348131857619094
140 681.1234463536663 101.47193878433441 41.97640852191503 39.68144729032208
141 681.8772300124615 101.97486118756919 42.12802684994257 40.0248638089982
142 682.0010435437814 102.56699272434777 42.28584073803759 40.30617899508339
143 681.6755955673353 103.02109441657298 42.41790472830257 40.477793935645636
144 681.6038744802296 103.34958281595084 42.53230467683487 40.61162480669827
145 682.4629554564028 103.86324703466195 42.65414681275506 40.74075870899286
